index,D_0__Archaea;D_1__Crenarchaeota,D_0__Archaea;D_1__Diapherotrites,D_0__Archaea;D_1__Euryarchaeota,D_0__Archaea;D_1__Nanoarchaeaeota,D_0__Archaea;D_1__Thaumarchaeota,D_0__Bacteria;D_1__Acidobacteria,D_0__Bacteria;D_1__Actinobacteria,D_0__Bacteria;D_1__Armatimonadetes,D_0__Bacteria;D_1__BRC1,D_0__Bacteria;D_1__Bacteroidetes,D_0__Bacteria;D_1__Chlamydiae,D_0__Bacteria;D_1__Chloroflexi,D_0__Bacteria;D_1__Cloacimonetes,D_0__Bacteria;D_1__Cyanobacteria,D_0__Bacteria;D_1__Dadabacteria,D_0__Bacteria;D_1__Deinococcus-Thermus,D_0__Bacteria;D_1__Dependentiae,D_0__Bacteria;D_1__Elusimicrobia,D_0__Bacteria;D_1__Entotheonellaeota,D_0__Bacteria;D_1__Epsilonbacteraeota,D_0__Bacteria;D_1__FBP,D_0__Bacteria;D_1__FCPU426,D_0__Bacteria;D_1__Fibrobacteres,D_0__Bacteria;D_1__Firmicutes,D_0__Bacteria;D_1__GAL15,D_0__Bacteria;D_1__Gemmatimonadetes,D_0__Bacteria;D_1__Hydrogenedentes,D_0__Bacteria;D_1__Kiritimatiellaeota,D_0__Bacteria;D_1__Latescibacteria,D_0__Bacteria;D_1__Lentisphaerae,D_0__Bacteria;D_1__Margulisbacteria,D_0__Bacteria;D_1__Nitrospinae,D_0__Bacteria;D_1__Nitrospirae,D_0__Bacteria;D_1__Omnitrophicaeota,D_0__Bacteria;D_1__PAUC34f,D_0__Bacteria;D_1__Patescibacteria,D_0__Bacteria;D_1__Planctomycetes,D_0__Bacteria;D_1__Proteobacteria,D_0__Bacteria;D_1__Rokubacteria,D_0__Bacteria;D_1__Spirochaetes,D_0__Bacteria;D_1__Tenericutes,D_0__Bacteria;D_1__Verrucomicrobia,D_0__Bacteria;D_1__WOR-1,D_0__Bacteria;D_1__WPS-2,D_0__Bacteria;D_1__WS1,D_0__Bacteria;D_1__WS2,D_0__Bacteria;D_1__WS4,D_0__Bacteria;D_1__Zixibacteria,D_0__Bacteria;__,Name,host,host infra specific rank,watering regimen,root_compartment,soil_source,biological_replicate,host infra specific name
SRR5532771,0.0,0.0,64.0,9.0,3.0,358.0,2374.0,14.0,1.0,738.0,0.0,578.0,0.0,9963.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,192.0,581.0,0.0,30.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,35.0,38439.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.185,Oryza glaberrima,TOg7102,Drought,Endosphere,Arbuckle,4.0,indica
SRR5532772,1.0,0.0,42.0,3.0,0.0,288.0,2396.0,16.0,3.0,929.0,0.0,745.0,1.0,4812.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,516.0,0.0,18.0,12.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,33.0,27059.0,0.0,1.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,drght.186,Oryza glaberrima,Gl_CG14,Drought,Endosphere,Arbuckle,4.0,indica
SRR5532773,0.0,0.0,6.0,0.0,1.0,247.0,2153.0,8.0,0.0,361.0,0.0,638.0,0.0,6946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,352.0,0.0,14.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,24370.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,drght.187,Oryza sativa,IR20,Drought,Endosphere,Arbuckle,4.0,indica
SRR5532774,0.0,0.0,10.0,0.0,2.0,126.0,1564.0,1.0,0.0,192.0,0.0,527.0,2.0,11492.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,152.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,26092.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.188,Oryza sativa,M206,Drought,Endosphere,Arbuckle,4.0,japonica
SRR5532775,0.0,0.0,7.0,0.0,0.0,115.0,355.0,3.0,0.0,32.0,2.0,136.0,0.0,12285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,46.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,25171.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,drght.189,Oryza glaberrima,TOg7102,Drought,Endosphere,Biggs,4.0,indica
SRR5532776,0.0,0.0,67.0,0.0,0.0,391.0,1155.0,8.0,9.0,58.0,0.0,559.0,0.0,11130.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,299.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,26.0,16189.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.190,Oryza glaberrima,Gl_CG14,Drought,Endosphere,Biggs,4.0,indica
SRR5532777,0.0,0.0,0.0,4.0,3.0,159.0,255.0,8.0,0.0,527.0,0.0,664.0,0.0,3714.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,413.0,27.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,38.0,11729.0,0.0,2.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.40,Oryza sativa,M206,Watered,Endosphere,Davis,1.0,japonica
SRR5532778,0.0,0.0,0.0,4.0,1.0,360.0,323.0,2.0,0.0,458.0,0.0,590.0,0.0,2956.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,310.0,689.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,24.0,12495.0,1.0,1.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.39,Oryza sativa,IR20,Watered,Endosphere,Davis,1.0,indica
SRR5532779,29.0,0.0,61.0,13.0,0.0,3571.0,284.0,63.0,13.0,152.0,0.0,717.0,1.0,57.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,6.0,10.0,189.0,0.0,134.0,0.0,1.0,51.0,0.0,0.0,0.0,114.0,11.0,0.0,19.0,108.0,4838.0,8.0,0.0,0.0,569.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,drght.34,Oryza glaberrima,Gl_CG14,Watered,Rhizosphere,Biggs,1.0,indica
SRR5532780,82.0,0.0,220.0,7.0,4.0,5558.0,490.0,206.0,40.0,349.0,1.0,1653.0,4.0,60.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,22.0,667.0,0.0,296.0,10.0,3.0,166.0,0.0,0.0,0.0,41.0,28.0,0.0,4.0,215.0,5791.0,31.0,0.0,0.0,633.0,0.0,3.0,6.0,0.0,2.0,2.0,0.0,drght.33,Oryza glaberrima,TOg7102,Watered,Rhizosphere,Biggs,1.0,indica
SRR5532781,41.0,0.0,42.0,28.0,15.0,3738.0,844.0,126.0,29.0,855.0,1.0,910.0,6.0,116.0,0.0,0.0,0.0,29.0,0.0,0.0,1.0,0.0,34.0,441.0,0.0,1565.0,28.0,0.0,66.0,0.0,0.0,0.0,113.0,24.0,0.0,8.0,867.0,7730.0,48.0,0.0,0.0,589.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,drght.32,Oryza sativa,M206,Watered,Rhizosphere,Arbuckle,1.0,japonica
SRR5532782,44.0,0.0,86.0,76.0,39.0,5271.0,1606.0,144.0,21.0,1664.0,0.0,1285.0,6.0,151.0,0.0,3.0,4.0,47.0,0.0,5.0,1.0,2.0,52.0,667.0,0.0,2055.0,44.0,5.0,61.0,0.0,0.0,0.0,59.0,17.0,0.0,25.0,850.0,12878.0,73.0,0.0,0.0,789.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,drght.31,Oryza sativa,IR20,Watered,Rhizosphere,Arbuckle,1.0,indica
SRR5532783,0.0,0.0,2.0,0.0,0.0,163.0,185.0,1.0,0.0,543.0,0.0,241.0,1.0,2175.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,102.0,87.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.0,11100.0,0.0,1.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.38,Oryza glaberrima,Gl_CG14,Watered,Endosphere,Davis,1.0,indica
SRR5532784,0.0,0.0,1.0,8.0,5.0,217.0,418.0,8.0,0.0,365.0,0.0,409.0,1.0,2043.0,0.0,1.0,0.0,1.0,0.0,167.0,0.0,0.0,83.0,133.0,0.0,20.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,22.0,13950.0,0.0,1.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,drght.37,Oryza glaberrima,TOg7102,Watered,Endosphere,Davis,1.0,indica
SRR5532785,27.0,0.0,37.0,5.0,0.0,2623.0,182.0,70.0,7.0,118.0,0.0,769.0,1.0,64.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,10.0,197.0,0.0,179.0,3.0,1.0,47.0,0.0,0.0,0.0,88.0,10.0,0.0,5.0,93.0,2411.0,10.0,0.0,0.0,283.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,drght.36,Oryza sativa,M206,Watered,Rhizosphere,Biggs,1.0,japonica
SRR5532786,45.0,0.0,61.0,19.0,7.0,8466.0,836.0,205.0,35.0,433.0,0.0,3078.0,1.0,99.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,1.0,18.0,475.0,0.0,524.0,15.0,2.0,178.0,0.0,0.0,0.0,77.0,50.0,0.0,67.0,377.0,8208.0,56.0,1.0,0.0,1271.0,2.0,29.0,1.0,0.0,0.0,3.0,0.0,drght.35,Oryza sativa,IR20,Watered,Rhizosphere,Biggs,1.0,indica
SRR5532787,0.0,0.0,4.0,0.0,0.0,250.0,1957.0,15.0,2.0,55.0,0.0,222.0,0.0,9027.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,45.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,26.0,21193.0,0.0,0.0,0.0,77.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,drght.96,Oryza sativa,M206,Drought,Endosphere,Biggs,2.0,japonica
SRR5532788,47.0,0.0,42.0,2.0,6.0,1917.0,2640.0,94.0,5.0,116.0,0.0,1475.0,0.0,144.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,133.0,0.0,111.0,1.0,2.0,32.0,0.0,0.0,0.0,37.0,15.0,0.0,25.0,199.0,3989.0,10.0,0.0,0.0,508.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,drght.180,Oryza sativa,M206,Drought,Rhizosphere,Biggs,4.0,japonica
SRR5532789,2.0,0.0,9.0,0.0,1.0,475.0,568.0,21.0,1.0,7.0,0.0,397.0,0.0,50.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,3.0,166.0,0.0,24.0,1.0,2.0,9.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,45.0,1112.0,6.0,1.0,0.0,58.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,drght.179,Oryza sativa,IR20,Drought,Rhizosphere,Biggs,4.0,indica
SRR5532790,17.0,0.0,90.0,15.0,82.0,4416.0,10207.0,176.0,17.0,1492.0,0.0,3278.0,3.0,636.0,0.0,7.0,4.0,17.0,0.0,0.0,0.0,0.0,128.0,771.0,0.0,3198.0,18.0,2.0,28.0,0.0,0.0,0.0,38.0,3.0,0.0,9.0,1356.0,13147.0,34.0,0.0,0.0,1039.0,0.0,0.0,1.0,1.0,3.0,1.0,5.0,drght.176,Oryza sativa,M206,Drought,Rhizosphere,Arbuckle,4.0,japonica
SRR5532791,24.0,0.0,118.0,8.0,48.0,3277.0,11059.0,150.0,21.0,1643.0,0.0,2531.0,13.0,432.0,0.0,2.0,3.0,26.0,4.0,0.0,10.0,0.0,97.0,1199.0,0.0,1581.0,35.0,2.0,17.0,0.0,0.0,0.0,53.0,2.0,1.0,10.0,770.0,15685.0,34.0,0.0,0.0,914.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,drght.175,Oryza sativa,IR20,Drought,Rhizosphere,Arbuckle,4.0,indica
SRR5532792,19.0,0.0,80.0,7.0,2.0,1595.0,4198.0,46.0,9.0,64.0,0.0,1464.0,0.0,336.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,368.0,0.0,128.0,1.0,1.0,7.0,0.0,0.0,0.0,6.0,7.0,0.0,2.0,201.0,2934.0,2.0,0.0,0.0,192.0,0.0,8.0,1.0,0.0,2.0,0.0,0.0,drght.178,Oryza glaberrima,Gl_CG14,Drought,Rhizosphere,Biggs,4.0,indica
SRR5532793,2.0,0.0,7.0,0.0,2.0,228.0,518.0,9.0,1.0,15.0,0.0,157.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,392.0,0.0,0.0,0.0,69.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,drght.177,Oryza glaberrima,TOg7102,Drought,Rhizosphere,Biggs,4.0,indica
SRR5532794,2.0,0.0,12.0,5.0,25.0,1003.0,2027.0,37.0,1.0,479.0,0.0,901.0,0.0,146.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,146.0,185.0,0.0,383.0,11.0,0.0,5.0,0.0,0.0,0.0,32.0,0.0,0.0,5.0,157.0,3480.0,5.0,0.0,0.0,200.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,drght.172,Oryza sativa,M206,Drought,Rhizosphere,Davis,4.0,japonica
SRR5532795,4.0,0.0,3.0,23.0,61.0,3224.0,3818.0,127.0,19.0,2147.0,0.0,2259.0,0.0,388.0,0.0,5.0,0.0,17.0,2.0,0.0,4.0,1.0,229.0,215.0,0.0,1598.0,37.0,0.0,30.0,0.0,0.0,0.0,43.0,11.0,0.0,17.0,695.0,10566.0,14.0,0.0,0.0,762.0,0.0,0.0,1.0,0.0,4.0,6.0,0.0,drght.171,Oryza sativa,IR20,Drought,Rhizosphere,Davis,4.0,indica
SRR5532796,8.0,0.0,102.0,5.0,16.0,1125.0,10875.0,72.0,16.0,1137.0,0.0,1426.0,9.0,289.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,51.0,510.0,0.0,426.0,11.0,1.0,6.0,0.0,0.0,0.0,5.0,1.0,0.0,10.0,319.0,16981.0,12.0,0.0,0.0,409.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,drght.174,Oryza glaberrima,Gl_CG14,Drought,Rhizosphere,Arbuckle,4.0,indica
SRR5532797,39.0,0.0,157.0,5.0,36.0,3023.0,13672.0,111.0,17.0,1399.0,0.0,3011.0,5.0,147.0,0.0,3.0,10.0,5.0,0.0,0.0,2.0,0.0,117.0,944.0,0.0,1160.0,22.0,0.0,10.0,0.0,0.0,0.0,22.0,2.0,0.0,10.0,721.0,14399.0,27.0,0.0,0.0,1093.0,0.0,0.0,3.0,0.0,4.0,0.0,2.0,drght.173,Oryza glaberrima,TOg7102,Drought,Rhizosphere,Arbuckle,4.0,indica
SRR5532798,40.0,0.0,141.0,2.0,35.0,4333.0,1548.0,133.0,8.0,230.0,0.0,1333.0,0.0,111.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,14.0,239.0,0.0,1041.0,20.0,0.0,25.0,0.0,0.0,0.0,41.0,1.0,0.0,4.0,869.0,4724.0,58.0,0.0,0.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,drght.215,Soil,not applicable,Drought,BulkSoil,Arbuckle,4.0,indica
SRR5532799,6.0,0.0,7.0,91.0,75.0,4926.0,1159.0,154.0,20.0,607.0,0.0,1365.0,1.0,467.0,0.0,1.0,1.0,21.0,3.0,0.0,0.0,1.0,5.0,413.0,0.0,897.0,30.0,0.0,30.0,0.0,1.0,0.0,162.0,20.0,0.0,7.0,592.0,5856.0,47.0,3.0,0.0,507.0,0.0,0.0,2.0,2.0,2.0,5.0,0.0,drght.216,Soil,not applicable,Watered,BulkSoil,Davis,4.0,indica
SRR5532800,83.0,0.0,91.0,1.0,10.0,5759.0,1344.0,92.0,16.0,143.0,0.0,2010.0,2.0,137.0,0.0,0.0,7.0,24.0,0.0,0.0,0.0,1.0,6.0,215.0,0.0,515.0,3.0,0.0,128.0,0.0,0.0,0.0,54.0,13.0,0.0,165.0,501.0,4680.0,10.0,0.0,0.0,422.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,drght.211,Soil,not applicable,Drought,BulkSoil,Biggs,4.0,indica
SRR5532801,55.0,0.0,95.0,29.0,23.0,3519.0,1043.0,112.0,40.0,748.0,0.0,1526.0,7.0,62.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,2.0,9.0,3690.0,0.0,516.0,28.0,2.0,31.0,0.0,0.0,0.0,45.0,31.0,1.0,3.0,543.0,4048.0,27.0,0.0,4.0,300.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,drght.212,Soil,not applicable,Watered,BulkSoil,Arbuckle,4.0,indica
SRR5532802,45.0,0.0,62.0,36.0,14.0,3559.0,1232.0,88.0,31.0,547.0,0.0,1294.0,4.0,163.0,0.0,1.0,0.0,14.0,1.0,0.0,0.0,0.0,12.0,954.0,0.0,970.0,32.0,1.0,24.0,0.0,0.0,0.0,49.0,11.0,0.0,4.0,705.0,5966.0,39.0,0.0,1.0,285.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,drght.200,Soil,not applicable,Watered,BulkSoil,Arbuckle,2.0,indica
SRR5532803,17.0,1.0,4.0,94.0,39.0,5007.0,1028.0,100.0,15.0,464.0,0.0,1070.0,1.0,89.0,0.0,2.0,0.0,17.0,1.0,0.0,0.0,0.0,8.0,1034.0,0.0,856.0,18.0,0.0,58.0,0.0,0.0,0.0,165.0,24.0,0.0,7.0,556.0,4893.0,53.0,1.0,0.0,405.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,drght.199,Soil,not applicable,Watered,BulkSoil,Davis,2.0,indica
SRR5532804,96.0,0.0,91.0,8.0,8.0,7014.0,940.0,88.0,20.0,148.0,0.0,1450.0,4.0,29.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,6.0,355.0,0.0,483.0,4.0,2.0,161.0,0.0,0.0,0.0,44.0,17.0,0.0,7.0,102.0,2941.0,40.0,0.0,0.0,313.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,drght.198,Soil,not applicable,Watered,BulkSoil,Biggs,1.0,indica
SRR5532805,72.0,0.0,76.0,34.0,46.0,4397.0,1236.0,149.0,23.0,813.0,0.0,1357.0,5.0,509.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,2.0,6.0,872.0,0.0,1056.0,21.0,2.0,50.0,0.0,0.0,0.0,60.0,17.0,0.0,1.0,723.0,6597.0,44.0,0.0,0.0,440.0,0.0,9.0,0.0,3.0,0.0,0.0,1.0,drght.197,Soil,not applicable,Watered,BulkSoil,Arbuckle,1.0,indica
SRR5532806,13.0,0.0,0.0,32.0,28.0,4027.0,477.0,86.0,6.0,348.0,0.0,673.0,2.0,103.0,0.0,1.0,0.0,11.0,2.0,0.0,0.0,2.0,4.0,437.0,0.0,419.0,15.0,0.0,26.0,0.0,0.0,0.0,67.0,13.0,1.0,1.0,348.0,2469.0,41.0,0.0,0.0,185.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,drght.196,Soil,not applicable,Watered,BulkSoil,Davis,1.0,indica
SRR5532807,143.0,0.0,84.0,0.0,5.0,4802.0,1635.0,93.0,8.0,179.0,0.0,1609.0,0.0,250.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,2.0,142.0,0.0,381.0,0.0,2.0,75.0,0.0,0.0,0.0,42.0,12.0,0.0,101.0,379.0,5246.0,16.0,2.0,0.0,345.0,0.0,25.0,2.0,0.0,0.0,1.0,1.0,drght.195,Soil,not applicable,Drought,BulkSoil,Biggs,1.0,indica
SRR5532808,42.0,0.0,66.0,6.0,33.0,4348.0,1939.0,87.0,12.0,182.0,0.0,1443.0,1.0,46.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,9.0,237.0,0.0,1197.0,21.0,0.0,23.0,0.0,0.0,0.0,36.0,1.0,0.0,0.0,700.0,5691.0,68.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,drght.194,Soil,not applicable,Drought,BulkSoil,Arbuckle,1.0,indica
SRR5532809,2.0,0.0,2.0,9.0,85.0,6602.0,1157.0,133.0,4.0,544.0,1.0,1571.0,5.0,365.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,9.0,71.0,0.0,1000.0,10.0,0.0,27.0,0.0,0.0,0.0,120.0,11.0,0.0,4.0,723.0,5401.0,61.0,1.0,0.0,329.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,drght.193,Soil,not applicable,Drought,BulkSoil,Davis,1.0,indica
SRR5532810,2.0,0.0,6.0,0.0,0.0,319.0,2876.0,19.0,2.0,159.0,0.0,601.0,0.0,9658.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,16.0,22446.0,1.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.192,Oryza sativa,M206,Drought,Endosphere,Biggs,4.0,japonica
SRR5532811,0.0,0.0,8.0,0.0,0.0,399.0,1338.0,30.0,2.0,122.0,0.0,607.0,0.0,16110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,98.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,23437.0,2.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.191,Oryza sativa,IR20,Drought,Endosphere,Biggs,4.0,indica
SRR5532812,18.0,0.0,18.0,51.0,22.0,3600.0,633.0,124.0,24.0,1688.0,0.0,871.0,15.0,193.0,0.0,2.0,0.0,37.0,2.0,615.0,0.0,1.0,125.0,1555.0,0.0,876.0,15.0,0.0,19.0,0.0,0.0,0.0,59.0,36.0,0.0,5.0,339.0,10855.0,33.0,3.0,0.0,839.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,drght.25,Oryza glaberrima,TOg7102,Watered,Rhizosphere,Davis,1.0,indica
SRR5532813,19.0,0.0,8.0,42.0,22.0,4101.0,521.0,91.0,37.0,2193.0,0.0,1049.0,1.0,236.0,0.0,0.0,0.0,50.0,3.0,17.0,0.0,0.0,150.0,1116.0,0.0,783.0,25.0,0.0,29.0,0.0,0.0,0.0,97.0,28.0,0.0,13.0,387.0,12586.0,27.0,5.0,0.0,972.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,drght.26,Oryza glaberrima,Gl_CG14,Watered,Rhizosphere,Davis,1.0,indica
SRR5532814,15.0,0.0,2.0,100.0,34.0,5686.0,880.0,153.0,17.0,1234.0,0.0,1424.0,1.0,164.0,0.0,2.0,2.0,41.0,1.0,0.0,0.0,3.0,110.0,564.0,0.0,1184.0,23.0,0.0,40.0,0.0,0.0,0.0,122.0,39.0,0.0,11.0,754.0,10465.0,46.0,16.0,0.0,907.0,0.0,0.0,0.0,3.0,1.0,8.0,0.0,drght.27,Oryza sativa,IR20,Watered,Rhizosphere,Davis,1.0,indica
SRR5532815,11.0,0.0,3.0,52.0,33.0,4289.0,773.0,61.0,12.0,1658.0,0.0,878.0,0.0,318.0,0.0,1.0,7.0,51.0,2.0,0.0,0.0,1.0,125.0,282.0,0.0,1129.0,25.0,0.0,42.0,0.0,0.0,0.0,126.0,23.0,0.0,11.0,518.0,8770.0,26.0,8.0,0.0,806.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,drght.28,Oryza sativa,M206,Watered,Rhizosphere,Davis,1.0,japonica
SRR5532816,0.0,0.0,15.0,3.0,1.0,475.0,643.0,7.0,6.0,67.0,1.0,527.0,1.0,6251.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,76.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,40.0,10793.0,0.0,0.0,0.0,130.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,drght.21,Oryza glaberrima,TOg7102,Drought,Endosphere,Biggs,1.0,indica
SRR5532817,1.0,0.0,4.0,1.0,0.0,299.0,381.0,10.0,1.0,53.0,0.0,353.0,0.0,8571.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,67.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,8670.0,1.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,drght.22,Oryza glaberrima,Gl_CG14,Drought,Endosphere,Biggs,1.0,indica
SRR5532818,5.0,0.0,11.0,0.0,0.0,370.0,830.0,9.0,2.0,115.0,0.0,416.0,0.0,6186.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,10677.0,0.0,0.0,0.0,162.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,drght.23,Oryza sativa,IR20,Drought,Endosphere,Biggs,1.0,indica
SRR5532819,2.0,0.0,12.0,0.0,0.0,407.0,1061.0,24.0,2.0,126.0,0.0,207.0,0.0,5157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,35.0,0.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,54.0,12397.0,0.0,0.0,0.0,137.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,drght.24,Oryza sativa,M206,Drought,Endosphere,Biggs,1.0,japonica
SRR5532820,41.0,0.0,450.0,24.0,30.0,3859.0,875.0,141.0,35.0,2493.0,0.0,1026.0,20.0,80.0,0.0,0.0,3.0,14.0,2.0,437.0,0.0,0.0,78.0,3305.0,0.0,1336.0,23.0,3.0,32.0,0.0,0.0,0.0,40.0,0.0,0.0,13.0,570.0,10336.0,45.0,12.0,0.0,3160.0,0.0,0.0,8.0,0.0,4.0,0.0,2.0,drght.29,Oryza glaberrima,TOg7102,Watered,Rhizosphere,Arbuckle,1.0,indica
SRR5532821,40.0,0.0,103.0,79.0,26.0,2485.0,982.0,58.0,23.0,1573.0,0.0,730.0,12.0,79.0,0.0,0.0,0.0,14.0,1.0,2.0,1.0,0.0,70.0,979.0,0.0,1294.0,16.0,2.0,38.0,0.0,0.0,0.0,45.0,11.0,0.0,11.0,357.0,8529.0,44.0,0.0,0.0,646.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,drght.30,Oryza glaberrima,Gl_CG14,Watered,Rhizosphere,Arbuckle,1.0,indica
